id,product_id,user_id,profilename,helpfulnessnumerator,helpfulnessdenominator,rating,time,summary,text,purchased
16198,746,1323,APerk,0,0,5,1306713600,Babies love this food!,My twin girls loved the gerber sweet carrots during first year as we moved to solid foods and I loved the price of the 12 pack through the subscribe n save program discount!  I also enjoyed having this food shipped directly to my doorstep when I needed it and always having enough in the cupboards to keep my girls happy.  I highly recomend this flavor and quantity through the subscribe n save program!,1
16208,150,361,Debra Koch,1,1,4,1299110400,Love this tea but I just can't do nylon bags,I love the flavor of this tea. I wish it didn't come in nylon bags as I just can't make myself use and throw away all that plastic. I hope that they will come out with these flavors in a more ecologically responsible package.,1
16209,150,1015,lhd,1,1,5,1297209600,Great tea!,I've been ordering this tea directly from the company and really like the flavor. I was surprised to find it on Amazon and at a lower cost...good value for great tea.,1
16211,150,189,SPanda,0,0,5,1350864000,Excellent Blend of Flavors...,We came across this tea at PF Chang's China Bistro a few years back.  This flavor has became our favorite blend of tea.  It does well as hot or iced tea.,1
16213,150,3966,"""Gilda R. Cobbs """"Gilda Roxana Cobbs""""""",0,0,5,1336435200,This is a must!,If you enjoy a cup (or two) of awesome tea...look no further!<br />I love this!<br />I drink it all the time!<br />The flavor is amazing!<br />I highly recommend it...<br />it makes a great gift too.,1
16214,150,467,LucyLouise,0,0,5,1333497600,Revolution Tea is the Best,We enjoy hot tea and we find Revolution tea to be of the best quality.<br />The tea bag itself is of the highest quality and there is never a single<br />tea leave in our tea.,1
16224,1297,1632,Ken Klouzek,0,0,5,1345420800,Green Mountain Breakfast Blend K-Cup,Tasty product offering a great cup of coffee to get the day started.  I really like the reduced prices with the subscription service that provides the product automatically before we run out.,1
16225,1297,1590,Jane Gies,0,0,5,1345161600,Good coffee,"""Just regular breakfast coffee...a great way to start the day! I want coffee not flavors or extra caffeine.  This is my """"goto"""" coffee to fully awake.""",1
16226,1297,3669,"""Carol Nawrocki """"foodie""""""",0,0,5,1344729600,Green mountain Breakfast Blend,I think this is a great mild blend and the price is reasonable for a k-cup. I drink it every morning.,1
16227,1297,3571,quiltgal,0,0,5,1344470400,Green Mountain Coffee K cups,These are fine fine K cups. I like the BIG box. Less trips to the store. Coffee is divine with breakfast or any time!,1
16228,1297,2699,Jane Simmons,0,0,5,1344297600,Great coffee,We love our Keuring brewer and we love this coffee. The value for the 50 count pack is right on.,1
16229,1297,1622,"""J. Schneider """"mom""""""",0,0,5,1344211200,so good,I think that buying the coffee this way is the best way to get the most bang for your buck. The coffee tastes great.,1
16231,1297,3758,pamc,0,0,4,1342224000,Husband loves this,My husband tried this coffee while we we visiting relatives and just kept raving about it because it did not have any of the bitterness associated with coffee. We were able to pick up the Keurig coffee maker for a great price and order this quantity from Amazon.,1
16232,1297,4449,Bee,0,0,3,1341360000,Keurig coffee,This is a very mild coffee.  I like the Green Mountain Coffee brand but if you are a coffee connosieur this is not for you.,0
16234,1297,1667,carol,0,0,5,1341273600,Great Taste!,One of my favorites.....hopefully this continues at a reasonable price. Each k-cup brews perfectly. Well pleased.Will continue to order as long as it is a suscribe and save item.,1
16235,1297,4267,Patricia S. Derouin,0,0,5,1341273600,best coffee,This  is the best coffee to wake up to in the morning!  Is not bitter just right.  Enjoyed by all who it is served to.,1
16237,1297,61,Dave P,0,0,5,1340668800,Perfect light blend.,I've purchased K-cups in a variety of blends and have learned that the batch to batch consistency isn't perfect.  But unlike some of the reviews of Green Mountain Breakfast Blend I've never had a bad batch of this blend.  If you enjoy a light roast this one seems perfect to me.  It is  available in both regular and decaf.  And for extra savings you may want to order the 50 count box from Amazon which is only $0.60/cup now.,1
16238,1297,3926,Marilyn A. Livecchi,0,0,5,1340582400,Great Offer,I must say that this was a great offer.  I use my Keurig Brewer everyday and this was my favorite coffee.  I shop everyday on Amazon because of all the good deals and more important I trust Amazon that what they are selling is just as they described it.  I have bought coffee from many places but this was the best price.  Keep up the good work Amazon.  Thanks!,1
16240,1297,1767,Ronald L. Kelley,0,0,4,1339891200,a little bitter but ok,this is the least strong and bitter coffee I can find in k cups. I do not like strong coffee and this is the only one I can enjoy out of all that came in the variety pack that came with the coffee maker.,1
16241,1297,883,Chris,0,0,5,1339718400,Price is Right,Love the Green Mountain Coffee; tastes great in the Keurig and this is the best price yet!  Would definitely continue to buy!  I usually go through about a box per month and found this to be the most economical purchase!,1
16242,1297,340,Beans,0,0,5,1339632000,K-lips,Very good price and excellent coffee.. Packed perfect it is less than 60 cents per cup. I will always order my k-kups from amazon,1
16244,1297,2926,Judy Ferrell,0,0,5,1339372800,Love Green Mountain,The Green Mountain Breakfast Blend coffee is really my favorite K-cup coffee. Not to bold and not wimpy either. Will order again and again.,1
16245,1297,125,Brian Gabel,0,0,5,1339200000,Awesome,Always a crowd pleaser!<br />I love this stuff!<br />Great deal from amazon!<br />They are always atleast 4 months before they expire,1
16247,1297,3477,"""K. Mihara """"geekzer""""""",0,0,5,1338940800,Green Mountain K-cup,Green Mountain Coffee Breakfast Blend is good product at a good price!<br />I am very satisfied with the level of service provided.,1
16249,1297,4256,"""Susan Borth """"blwrmlov""""""",0,0,4,1338249600,Great Coffee,This seems to be the best tasting coffee in the small pods that I have ever tasted.  The blend is perfect for early morning with breakfast.  The strength is just right and have a very good taste when I mix it with my cream and sweetener. Doesn't over dominate and just taste great.,1
16251,1297,2819,Doranjmm,0,0,5,1337472000,Great!,This coffee is great and I have tried many types. I can brew 2 cups out of one k cup as well,1
16255,1297,3420,"""PB """"None""""""",0,0,5,1334534400,Great Cup of Coffee,This breakfast blend is just the right strength for my morning cup of coffee.  I drink it black and it is wonderful. I also ordered this in the decaf and it's just as good...can't tell the difference in the decaf and regular roast.,1
16257,1297,2106,Tamara,0,0,3,1334102400,Smooth,Smooth taste. Most certainly for lighter coffee drinkers. I prefer a stronger cup of coffee. But would order again to keep a variety around for guests.,0
16258,1297,963,Donna Michael,0,0,5,1334102400,Greeen Mountain Breakfast Blend,Love the taste of this coffee. Great flavor- It's not too strong like some other products for Keurig!<br />i certainly would recommend this product. Shipping was great. Fast!,1
16262,1297,550,Melissa Potucek Vinson,0,0,5,1332460800,My husband loves it!,I bought this for my husband because he wanted a breakfast blend and isn't too fond of the Newmans. He likes the Dunkin Donuts but it's pricey. he said this blend is up to par with the dunkin brand. You only get 12 in the dunkin package and it's over $12. he likes this better than the donut house also.,1
16263,1297,335,Satisfied,0,0,5,1332288000,Good Coffee,We first tried Green Mountain Breakfast Blend coffee when we purchased our Koerig coffee maker.  The flavor fit us both perfectly.  Now that's all we drink.,1
16266,1297,2170,Sharon,0,0,5,1330732800,Breakfast Blend Coffee,We normally buy Folgers or Maxwell House coffee but we have found Green Mountain comes the closest in k-cup form and we waste much less coffee now.,1
16270,1297,2426,Charles T. Sarvis,0,0,5,1330041600,green mountain k cups,these green mountain k cups are great tasting with my favorite breakfast blend and its very conveninet and the best k cups for me that we like will buy again,1
16272,1297,3654,D. P. Corbett,0,0,2,1329177600,Disappointed,We have ordered this coffee on several occasions and have been happy with the it.  The most recent order seemed lacking in quality.  It was bitter and disappointing.,0
16283,1297,3274,"""D. Hart """"Country in the City""""""",0,0,5,1325721600,Great Value,I purchased a Keurig single cup brewer for my elderly Mom and with that I sent her a large sample pack.  She pick the Breakfast Blend as her favorite.  This was a great deal so I sent it to her direct.  The K-Cups were all dumped in one box with not much packing protection.  I was sent an email from the company ahead of the delivery so I was aware and all was fine.,1
16285,1297,4179,Robert Neperud,0,0,2,1325289600,Not my favorite Green Mountain,I don't know if I got a bad batch but this coffee has a nasty plastic flavor. I think the Nantucket Blend is good and the Dark Magic is excellent. My room mate tried it twice and she also thinks the Breakfast Blend is terrible.  Green Mountain makes some very good coffees but in my experience this isn't one of them.,0
16287,1297,1509,JANIE,0,0,5,1323648000,DELIGHTFUL,PERFECT for breakfast or anytime of day!! Have shared with others and they agree -mild and smooth flavor -no strong coffee taste -flavor is just right!!,1
16289,1297,1765,Jean,0,0,5,1322524800,Smooth and delicious,This is my husbands favorite coffee and it is the best of all the breakfast blends.  Green Mountain really make some great well balanced coffees.  This one is perefct for those who do not like an over powering cup of coffee.,1
16290,1297,212,Phillip E. Glaeser,0,0,5,1322352000,Perfect Breakfast Blend,This is my house's go to breakfast blend coffee.  Not too strong- but not weak we find the flavor very enjoyable and it a nice middle of the road coffee for guests.  My wife likes with cream and sugar but tastes equally at home black.  Doesn't seem to have a ton of pep- I can drink multiple cups in a sitting.  A little planning ahead (2 days with FREE PRIME shipping) and this package is a much better deal than the big boxes or supermakets.  Highly recommended.,1
16291,1297,1115,Andy,0,0,5,1321228800,Excellent coffee,This is an excellent coffee. It has a full flavor but not overpowering.  The Keurig K-cup system is great for single cup use or where one likes to drink various coffees.  Amazon's prices are  very competetive and the shipping is fast.,1
16295,1297,736,"""pam """"single woman""""""",0,0,5,1319155200,Coffee Lover,Love this coffee. Have ordered it before and will continue to order it. Enjoy it day and at night. Thanks.,1
16297,1297,2625,princess1,0,0,5,1318723200,Great coffee,This is my favorite coffee for my Keurig coffeemaker. It is so convenient to get it through Amazon and cheaper than running around to the stores trying to find the lowest price.,1
16301,1297,4340,"""Thomas W. King Jr. """"Throat""""""",0,0,5,1316995200,Coffee,I think this is the best coffee because it is not to strong and is so good sometimes I drink 6 or 7 cups a day.,1
16302,1297,2695,Allyn,0,0,5,1316131200,great coffee at a great price!,Green mountain coffee is just delicious..and the prices at amazon cannot be beat! The offer to get more than one box at a discounted rate makes it that much more convenient!,1
16304,1297,3167,angela crummett,0,0,5,1315785600,I love Green Mountain Breakfast Blend Coffee,I love the smoothness and taste of Breakfast Blend by Green Mountain...My only negative review is that it is never on a special price value as are other blends...As long as I can afford it I will buy it.,1
16306,1297,1688,Richard F Watkins,0,0,5,1313884800,Tasty!,Received product in a timely manner.  Quality of product was good.  Product performed well in the purpose that it was ordered for. Thanks,1
16307,1297,129,Michael Wright,0,0,5,1313798400,I like this blend,This coffee suits my taste just right. I do not like a heavy or acidic tasting coffee but this one is mild with plenty of favor and I can drink it anytime of the day.,1
16308,1297,696,PEGGY,0,0,5,1313539200,PEGGY,I ALWAYS BUY MY COFFEE FROM AMAZON AS THE PRICES ARE CHEAPER AND I LOVE ALL THE COFFEE. BEST PRICE ON LINE.,1
16312,1297,3370,Becky Stoner,0,0,5,1311465600,"""Best """"Pod"""" coffee""",I've tried many of the K-Cups for the Keurig coffee machine and I still find Green Mountain breakfast blend to be the best! : ),1
16313,1297,2194,"""David H. Stenmark """"David S""""""",0,0,4,1311379200,Cheaper at BBB with coupon,The coffee is great but it's now cheaper at Bed Bath and Beyond with their 20% coupon and taxes added.,1
16314,1297,2215,Spade,0,0,5,1310774400,My favorite coffee,This is by far my favorite coffee. I have been trying to give other blends a chance but keep coming back to this one. It isn't too dark or too light.. It's perfect. Will continue purchasing this one!,1
16315,1297,519,"""L. Regelman """"lesinlc""""""",0,0,5,1310688000,good coffee and a very good price,Coffee is very good and as far as k-cups go it is a very good price.I order them all the time from amazon,1
16318,1297,3718,frieda,0,0,5,1309651200,My favorite coffee,This is a great product.  I love the Keurig and Green Mountain Breakfast Blend is just right for me.,1
16319,1297,2439,pkay,0,0,4,1309219200,Perfect medium blend,Many of the brands I've tried are too bold. I tried several brands and types and this is the one for me.  I am very pleased with it and will continue to order it.,1
16324,1297,3319,"""Karen Hahn """"Wichita traveler""""""",6,6,4,1308355200,Good mild coffee,This is a good mild coffee for the drinker that doesn't like a strong bold blend in the morning.  I don't like a burnt tasting coffee and this is the one I like the best.,1
16325,1297,21,Capeseaglass,6,6,5,1302307200,Green Mountain Breakfast Blend K-cups,I buy K-cups all the time and it was nice to buy a double pack for less money than I would have paid in the store. The breakfast blend is not a bold coffee. Being rather mellow and not bitter and with no after taste. If you are looking for a mild tasting coffee this would be a good choice.,1
16330,1297,3548,3boysbaseball,0,0,5,1308268800,Smooth coffee,My favorite blend of coffee for my Keurig. I've tried about 15 different flavors but this is by far my favorite.  Very smooth and not overpowering or bitter.  Was buying at Walmart but they stopped stocking it.  Found it at Amazon for the same price.,1
16332,1297,2324,Ron Shelton,0,0,5,1306195200,Best value for a K-cup coffee,Green Mountain Breakfast blend coffee is a mild roast that goes down easy in the morning.  My wife actually runs a cup through the Keurig twice.  Buying it this way breaks down to 50 cents per K-cup versus a dollar at any store.,1
16335,1297,1135,J. Manns,0,0,5,1304294400,Green mountain breakfast blend,This is my every day coffee. It's a smooth coffee with no bitter after taste. This is not the coffee for those who like a strong cup of coffee. This coffee is for those who don't like to drink coffee that has been sitting  on a burner for hours but like the first cup of fresh coffee,1
16338,1297,2216,"""T. Schmidt """"tas""""""",0,0,5,1300924800,Green Mountain Coffee Keurig Breakfast Blend,I give this 5 stars. This is my favorite of all the K cups I've tried. Trust me I have tried a lot. If you like a mild coffee you will love this one.,1
16339,1297,4548,striker,0,0,5,1299110400,itsstriketime,Great coffee. Arrives when you folks say it is to be delivered.  Will continue to purchase 2 pack from Amazon when it is on sale. Very easy to place an order.,1
16341,1297,1709,Trainer,0,0,4,1298764800,Makes a good cup,This product makes a good cup of coffee at a reasonable price for the Keurig coffee maker and I would recommend it.,1
16343,1297,3856,"""Christopher N. Hughitt """"Gruvin2""""""",0,0,5,1298332800,My favorite coffee so far!,I have tried about a dozen different flavors of the k-cups and this one is just right. The perfect blend.,1
16345,1297,1135,J. Manns,0,0,5,1298246400,Breakfast  Blend by Green Mountain,I love my Breakfast Blend coffee from Green Mountain. It light without a bitter aftertaste. It is a good everyday morning cofffee for me I would  recommend this to anyone who likes a light not bitter cooffe if you like a really strong cup of joe in the morning this isn't you coffee,1
16346,1297,3352,"""eyzrbrn """"eyzrbrn""""""",0,0,5,1294876800,Nice Flavor,This has a really nice flavor.  Would not hesitate to buy it again but probably not from Amazon or its vendors as they are overpriced.,1
16347,1297,945,"""Andrew chinn """"Movie buff""""""",0,0,5,1294012800,perfect blend for me,I like this blend but the price is ridiculous. Found them at winn Dixie (and other flavors) $7.99 for a pack of 12.,1
16351,1297,2157,Maria Dorsey,0,0,5,1285632000,Great Taste,This is my favorite keurig coffee. I prefer it over any starbucks or dunkin or any other coffee. Nice and smooth taste without a usual bitter aftertaste. I's the perfect cup of coffee.,1
16353,1297,895,John Schultz,0,0,5,1280620800,Lets rate the flavor shall we. The price will always fluctuate.,"""The price of this has been fluctuating forever on amazon. This listing is the same one that different sellers will use. Some are better than others but the reviews stay with the product regardless of who is selling it at the moment. Until it becomes available as a frustration free 50 count box from amazon this is what we will have to deal with. There is another seller that offers free shipping on the 108 count box every once and a while and its free shipping for everyone not only amazon prime members. when you see it available do not hesitate on getting it. It goes fast because of the free shipping. It is still a little high at about 57 cents per cup but 43 is the lowest I have ever seen.<br /><br />This is our favorite everyday coffee. It is what we call """"normal"""" coffee. It's not mild or bold or flavored its just a great medium body cup of joe.<br /><br />When you register your brewer with Keurig. You will be offered some free coffee. I would suggest you get this as your free coffee. You will also be offered free shipping with that order. So buy a lot of the 5 pack samplers and get the most out of the free shipping.""",1
16356,1297,358,"""Sandra Cooney """"Geordie Girl""""""",0,0,4,1268006400,Mellow Coffee,Green Mountain is one of my favorite coffee brands.  Breakfast blend is mellow and a great way to start your day.,1
16359,1297,2140,PAMVLM,1,2,5,1295395200,Satisfied customer,Received this item in a timely manner.  Was what I expected. Gave as a Christmas gift.  Would purchase again.,1
16360,1297,3587,"""Mrs. Shirley D. Kummell """"Darrie""""""",1,2,5,1254528000,K-cup coffe,We were very pleased with this product and the short time in which we received it.,1
16366,1297,3270,Robert Docherty,0,1,5,1280102400,Super coffee at super price,This is the best way to buy GMC.  Wish I could get it all at this price and have home delivery.,1
16367,1297,3287,J. Reader,0,1,1,1278806400,Rip Off,Deceptive ad.  You can buy from Green Mountain for $13.95 a box of 24.  Don't buy from these crooks.,0
16368,1297,4428,bsmith15,0,1,1,1278720000,Beware,Beware of this vendor.  All other K-Cups are sold 2 packs of 24 for this price.  I ordered several brands in one order assuming that these are the same 2 pack of 24 quantity and was surprised when I only received one box of 24.  Went back and looked at my and sure enough the description did not state 2 boxes as other brands / suppliers.  Beware when ordering and just pick a different vendor.,0
16370,1297,3665,Kirk Mcloren,0,1,1,1276819200,beware,13 dollars for 24 cups free shipping over 50 dollars is the going rate. These folks are pulling a swiftie,0
16371,1297,1624,"""xmasboy """"xmasboy""""""",3,6,5,1279238400,Love the coffee,Love the coffee.<br /><br />Don't like the fact that I can buy this cheaper from Amazon than I can right here in Vermont!,1
16382,1297,1182,Lashby,2,2,5,1347148800,LOVE THIS COFFEE!,THIS HAS BEEN MY FAVORITE COFFEE SINCE DAY ONE OF HAVING MY KEURIG. YOU CAN'T MESS IT UP. EVERY CUP IS PERFECT.,1
16383,1297,4169,Marta R. Thompson,2,2,5,1346544000,Great Taste Great Value,I love the Breakfast Blend because it is not real strong and does not have a bitter taste.  Another great blend is the Nantucket Blend.,1
16385,1297,2476,NikIzzy,2,2,5,1346457600,My favorite!,This coffee is perfect for the morning. Not to strong but it gives you the perfect smooth jolt that we all crave in the AM..highly recommended.,1
16391,1297,4205,"""Shirley B. Currier """"Shirley""""""",2,2,5,1300579200,great breakfast blend,The Green Mountain Breakfast Blend coffee is wonderful.  I don't like strong bitter coffee and this is just great for my coffee type.,1
16395,1297,2560,Lori Berry,1,1,3,1350604800,A little too WEAK!,I purchased this coffee for my teenage daughter in college.  She said it tasted OK but was weak compared to Starbucks.  She prefers a stronger coffee. It is really hard to tell the strenght of the coffe by the description.,0
16399,1297,2095,Fred Brewer,1,1,5,1347494400,Wonderful cup of coffee,I have tried other mild brews but this is the best by far it meets all of my requirements for this type of coffee.,1
16404,1297,1957,Lkharrison,1,1,5,1343520000,Yum! My favorite morning coffee,Always brews great in my tall cup. Many other coffees tend to be too weak when you use the larger cup settings but not this one... Like I said... Yum!!,1
16406,1297,2847,Frances D'Amato,1,1,5,1342828800,Delicious,The K-cups are great. This blend was just right. Have to have at least 1 cup  a day. Enjoyed it. The taste was just right. Will definetly buy again.,1
16407,1297,375,NanCee,1,1,5,1342310400,Good value.,Good to purchase in a larger quantity! Ease for keeping supplies in stock! Easy to obtain from Amazon without a third party involved.  Got to use my free shipping - yea.,1
16409,1297,1918,long time customer,1,1,5,1341446400,green mountain K-cup,Very pleased with this product. This is not the first time I have purchased Green Mountain Coffee and it wont be the last.,1
16410,1297,1086,rubyt,1,1,2,1339200000,Disappointed after drinking Black Tiger!,"""I switched to Green Mountain Breakfast Blend after not being able to get Black Tiger as a super saver item.  It was a real disappointment.  Very weak and certainly not something I would want as """"breakfast blend""""..""",0
16414,1297,1967,D. Bigfeet,1,1,5,1320796800,Excellent product,I love this product. No more measuring coffee in the morning.<br />No more throwing old coffee out. Best Ideal ever.,1
16415,1297,1836,Diane M. Rindini,1,1,5,1315353600,Green Mountain k-cup Breakfast blend,I searched Google and found these k-cups. The price is reasonable.  Exceptionally fast delivery. I am very pleased and will order again.,1
16416,1297,4248,Lapple,1,1,5,1311465600,medium strength,Green Mountain Breakfast Blend is the best moderate blend for the Keurig Brewer.  Very good taste and not acidic.,1
16421,1297,3429,Gloria Boyer,3,4,1,1343088000,Something's wrong with this coffee,These K-cups are either extremely old or they're not authentic Green Mountain K-cups. The coffee is weak and has a bad after-taste. Both my spouse and I have noticed this independently of each other.<br /><br />I tried to contact the seller to ask about this but couldn't figure out who it was.,0
16426,1297,1534,Harry,0,0,5,1351209600,super coffee,Great coffee and so easy to brew.  This coffee has great aroma and is good to the last drop.  I actually like all the brands.  This is the way coffee should taste!!,1
16428,1297,3503,"""Elisa Veneziano """"EV""""""",0,0,4,1351036800,Morning coffee,I use this as my morning coffee wake up call.  I continue to re-order it because I like the medium roast flavor.,1
16430,1297,2772,"""Sharon K. Cofran """"bridgeworm""""""",0,0,2,1350950400,Green mountain coffee,Not strong enough for the first cup in the morning.  I need something strong to wake me up. Maybe I should have found a stronger blend,0
16433,1297,251,Biddie58,0,0,5,1350950400,Delicious.,Convenient way to buy GOOD coffee. 1 box last me a month and half. What a savings!!<br />Saving on gas too!!,1
16434,1297,3733,william mason,0,0,5,1350777600,great coffee,best coffee from green mountain so far i recomend this to anyone who loves coffee great taste and good price make this a great buy,1
16435,1297,4004,Alanon,0,0,4,1350777600,Breakfast Blend,This Breakfast Blend from Green Moutain coffee company is my favorite flavor of coffee when I just want a regular cup of coffee without that extra kick from a bold blend or a flavored coffee.  It has always been consistent and calming in its flavor.  It is top-notch coffee.,1
16437,1297,2045,L. Benson,0,0,5,1350691200,Yum!,I just received a new Keurig and have tried a couple of different K-Cup varieties. I just have to say that for a smooth cup of plain deliciousness this is one of my top picks!,1
16440,1297,1895,Jerry,0,0,5,1350432000,Green Mountian coffee,I love the taste of the Breakfast Blend K-Cup coffee. You can't find a better deal<br />anywhere else. keep up the great work,1
16441,1297,4216,drhookie,0,0,5,1350432000,Teacher,This is a great tasting Breakfast Blend. I have been drinking it every since I purchased my new coffee maker. I will be buying more of it in the near future. Great way to start my stressful day.,1
16447,1297,780,Martin B. Kerschus,0,0,3,1350000000,Too weak,I expected a little more flavor as I usually like Green Mountain Coffees.<br />Next time I'll look for a French Roast!,0
16450,1297,4197,Lesley V.,0,0,5,1349740800,Green Mountain coffee,Such a great product! Delivered fast & fresh. Can always rely in Green Mountain & kcups are great for people on the go & want 1 cup.,1
16452,1297,1036,Barbara,0,0,5,1349568000,My favorite.,Green Mountain is my favorite morning coffee.  It is a mild blend and is not the least bitter.  It is very smooth.,1
16455,1297,3150,Johnn48,0,0,1,1348876800,Brown Water,I have this coffee in the past and really enjoyed it. However this one I received was so weak that neither my sister-in-law or I could drink it. It was left for my mother who likes weak coffee. It feels like it's only half full so it may have been a bad box. Like I said I've really enjoyed it the past when I've purchased it at the grocery store.,0
16457,1297,1909,Mia,0,0,5,1348704000,GREAT TASTE,I love this coffee it's my favorite so far I want to try them all. I don't like strong coffee and I hate bitter after taste coffee to me this is the perfect cup  of coffee. I'm not telling everyone to go out and buy it this is my own opinion.,1
16460,1297,2276,Patricia Aronson,0,0,1,1347840000,Weak,both my boyfriend and I found that this coffee was way to weak and tasteless. i am back to looking for a coffee I can enjoy,0
16462,1308,1491,writer443,0,0,5,1347926400,Wonderful!,Great little plant with amazing colors. The receipt was hand signed :-) and the gift wrap was yellow tissue paper. Great plant and great seller. Thanks a lot!,1
16465,1205,869,"""Timothy Gilfilen """"the spender""""""",0,0,2,1344384000,too gummy,It might just be my preference but I don't like fruit that isn't fully dried out like this. It's very gummy and all taste the same.,0
16468,208,1516,"""J. Chickering """"Chicjulie""""""",2,2,5,1280361600,My son's favorite,Dare cookies are made in a peanut & tree nut free factory in Canada.  They are super yummy and impossible to find in Texas. I hope that Amazon continues to carry them. Dare  Maple cookies are very good too.,1
16469,208,2855,Protos,1,1,5,1288396800,OMG Canadian Cookie Goodness !!!!,As a Canadian expat living in the USA I have been going crazy with the crap cookies down here.<br /><br />Finally found a way to bring the best cookies in the world to my door.<br /><br />Amazon Rocks !!!,1
16473,208,1849,Patricia C. Morrow,1,2,5,1167955200,Best Cookies,best cookies I ever ate. I thought I had eaten the best cookie around untill I had these.<br /><br />Pat Morrow,1
16476,193,1206,"""K. Stuckey """"kateling""""""",4,4,5,1206144000,Delicious snack,These crackers are very delicious and better for your diet than flavored chips. The Parmesan & basil Wheat Thins are also fun and different. Be warned they are highly addictive!,1
16489,151,1973,"""Sarah Quinones """"BookLover""""""",1,1,5,1245196800,Love it!,This is the only tea in my house. I love its peachy taste and the ginger is very subtle. I have a cup every evening to put a soothing touch on my day. I got the pack of of 6 so I would never run out! Haven't tried the other ones those are next but wanted to make sure I had enough of this one.,1
16490,151,3627,Sherri A. Wortman,1,1,4,1211068800,CT Sherri,My friends and I have enjoyed this kind of tea at a resturant called P.F.Changs and I found it at a local store but much better prices at Amazon. I am enjoying it for icetea as well as hot tea. Very good tea. I split the order with a friend who also liked it and wanted some.,1
16492,151,1473,Ann L. Prichard,0,0,4,1346803200,Revolution Teas,These teas are terrific. I love the Earl Grey with Lavender and the White Pear tea as well. I think the Ginger Peach may be my favorite though.,1
16493,151,1577,J. Wilhelm,0,0,5,1343174400,great tasting iced tea,We tried the tea hot and really liked the taste.<br />So we tried it as iced tea and it comes out great in the iced tea maker using 3 bags per pitcher.<br />My previous favorite was Stash peach black tea and I usually don't like the peach teas that are not from black tea.<br />Stash is still a close 2nd.,1
16495,151,1343,halniaz,0,0,5,1338854400,Wonderful tea,Great aroma and fine taste. I am so happy with Amazon's subscribe and save price on this. This is our household's favorite. I wish I could find this in loose tea format.,1
16496,151,3821,"""Eadie V. Escobar """"LadyBug""""""",0,0,3,1337817600,okay,Tea is okay but it's more of a peach flavor than ginger peach. I couldn't taste/smell the ginger at all.,0
16509,443,3860,Dr. Barbara J. Molette,0,0,5,1335312000,delicious vegetables from the sea,I am a raw vegan and find that the mxed sea salad is a delicious blend.  I usually eat them in a raw salad or as a soup blend in miso.,1
16520,388,3979,"""Richard Schweitz """"Richard S""""""",4,7,1,1256515200,Terrible Customer Service,The product was good but the service was slow.  I ordered two extracts and the Shipping and Handing was $7.95 and it took over two weeks to get the product. I even contacted the vendor and didn't receive a reply. Not what I thought I was paying $7.95 for and I would bring your business someplace else.,0
16523,985,469,maskedgamer,12,14,5,1299542400,God himself eats this...,That is why he brought this down from the heavens for us mere mortals to taste.<br /><br />There's only 2 Cereals that the we've truly been blessed with. 1. Lucky Charms 2. Cinnamon Toast Crunch. I'd throw Fruitloops in there but that's a man made attempt at creating a God given cereal.,1
16524,985,2486,"""Y. Park """"Too Cute""""""",1,1,5,1302220800,Lucky charms,My kids love this cereal. They can probably live on this. I am trying not to give them too much of it due to its' high sugar content.,1
16526,985,3534,Frank G,1,1,5,1300320000,As expected,Once more Amazon was great. The product is good for kids even though it has a little bit more sugar than needed.,1
16527,985,3292,BARBY AND JOSE,1,1,5,1300060800,GREAT BUY,When you have kids that eat cereal day and night.  This is a great deal...The boxes came in perfect conditions.,1
16529,985,4075,Mike K,1,1,5,1295222400,Love this cereal,I love cereal in general and Lucky Charms is up there as one of my favorites. I like my cereals a little sweet and Lucky Charms is just that. It's not too sweet. I love the marshmallows. I think they are the best marshmallows in any cereal that has them. I also like the fact that this cereal doesn't get that soggy after being in the milk for a little while. The taste is great and I can't get tired of it like some other cereals.,1
16530,985,407,"""Richard A. Knight """"Rick""""""",0,0,5,1322265600,How can you go wrong?,Great Food! Great Price with subscribe and save saved 15% of the list price.  3 boxes go fast but they are good.,1
16536,985,4217,"""Keddrick D. Wilson """"KD""""""",0,0,5,1296691200,I got real lucky,WOW! Not much to say. Its cereal just as if it is on the shelfs at stores but at a way cheaper price. I love these since I was a child and still eat them to this day. Got to love em'.,1
16538,985,1830,Ro,1,2,5,1295654400,Lucky Me,This cereal brings back memories of when I was a child. Still the same quality at a bargain price. My child loves it and so do I!,1
16540,798,1287,"""Daniel P. Klimke """"Red Right Hand""""""",10,11,5,1251763200,One of my favorite hot sauce flavors ever!,I used to visit Chipotle mexican restaurants just to douse my burrito with this delicious concoction. Then one day walking through the aisles of the local Safeway I happened upon the bottle on the shelf and my life hasn't been the same ever since.,1
16542,798,4260,"""John R. Buck II """"&#34;Buck Nasty&#34;""""""",2,2,5,1265932800,bigger is better,I bought this for my roommate as a joke/housewarming gift. we were going through about 3 regular bottles a month. this solves that problem!!! its the same stuff plus a great convo starter and decoration. i recommend this to any tabasco fan,1
16543,798,3734,jterzo1,0,0,5,1347321600,Time and money saver,This was a no brainer for my family and I. We were using upwards of a small bottle a week of this Tabasco sauce. At $6 a piece it was adding up fast. This is great to use to refill the smaller bottles. I agree that a pump or some type of pouring system would be handy. Once this gallon runs out I will be quick to reorder.,1
16548,704,1493,Mutt,0,0,5,1299024000,Best I ever had,$44.39 a case? Are u kidding me? Just buy it from the East West web site for $28 a case.,1
